#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
721248	253725	28952	128984	118780	RP11-175I17.5	JM1	FAM21C	CCDC22	FAM21A|VPEF	CXorf37	Affinity Capture-Western	physical	Harbour ME (2012)	PUBMED:22070227	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y4E1	A8K5W5|B3KMC4	NP_001354338|NP_001354339|NP_001354330|NP_001354331|NP_001354332|NP_001354333|NP_001354334|NP_001354335|NP_001354336|NP_001354337|NP_001317003|NP_056077|NP_001354341|NP_001354345|NP_001354322|NP_001354329|NP_001354328|NP_001354340|NP_001354323|NP_001354344|NP_001354327|NP_001354326|NP_001354325|NP_001354324|NP_001354343|NP_001354342|NP_001162577|NP_001162578	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3129589	84643	28952	124167	118780	-	JM1	KIF2B	CCDC22	-	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999239825	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999239825, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8N4N8	-	NP_115948	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3132146	84062	28952	123857	118780	RP1-147M19.1	JM1	DTNBP1	CCDC22	BLOC1S8|DBND|HPS7|My031|SDY	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.853445166	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.853445166, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96EV8	A0A087WYP9|A6NFV8	NP_898861|NP_001258598|NP_001258597|NP_001258596|NP_115498	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3133156	28952	149951	118780	127250	JM1	RP11-503P21.3	CCDC22	COMMD7	CXorf37	C20orf92|dJ1085F17.3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999998938	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999998938, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999999972, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q86VX2	-	NP_444269|NP_001092809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3140414	5713	28952	111685	118780	-	JM1	PSMD7	CCDC22	MOV34|P40|Rpn8|S12	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.99775017	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.99775017, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P51665	-	NP_002802	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3141684	28952	10006	118780	115324	JM1	RP13-16H11.4	CCDC22	ABI1	CXorf37	ABI-1|ABLBP4|E3B1|NAP1BP|SSH3BP|SSH3BP1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.923800372	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.923800372, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q8IZP0	B6VEX5|B6VEX3|B6VEX4	NP_001012768|NP_001012769|NP_001012770|NP_001334958|NP_001334959|NP_001171596|NP_001171595|NP_001171587|NP_001171593|NP_001171592|NP_001171591|NP_001171590|NP_001334963|NP_001334962|NP_001334961|NP_001334960|NP_005461|NP_001171594	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3146533	28952	5108	118780	111139	JM1	-	CCDC22	PCM1	CXorf37	PTC4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.998725093	-	BioPlex HCT HCT116 cells CompPASS score = 0.998725093, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q15154	E7ETA6|A2RUU9	NP_001339577|NP_001339576|NP_001339575|NP_001339574|NP_001339573|NP_001339572|NP_001339571|NP_001339570|NP_001339583|NP_001339579|NP_006188|NP_001339562|NP_001339589|NP_001339585|NP_001339584|NP_001339564|NP_001339565|NP_001339566|NP_001339567|NP_001339561|NP_001339588|NP_001339563|NP_001339586|NP_001339587|NP_001302436|NP_001302437|NP_001339568|NP_001339569|NP_001339580|NP_001339581|NP_001339578|NP_001339582	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3147248	28952	54820	118780	120175	JM1	-	CCDC22	NDE1	CXorf37	HOM-TES-87|LIS4|MHAC|NDE|NUDE|NUDE1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.992474523	-	BioPlex HCT HCT116 cells CompPASS score = 0.992474523, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9NXR1	X5DR54	NP_001137451|NP_060138	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3152948	28952	170622	118780	128071	JM1	RP11-173B14.2	CCDC22	COMMD6	CXorf37	Acrg	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q7Z4G1	B0QZ40	NP_001274322|NP_987091|NP_001274323|NP_987093|NP_001274321	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3153609	28952	51699	118780	119683	JM1	DC7	CCDC22	VPS29	CXorf37	DC15|PEP11	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999998597	-	BioPlex HCT HCT116 cells CompPASS score = 0.999998597, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9UBQ0	F8VXU5	NP_001269080|NP_057310|NP_001269079|NP_476528	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3158016	28952	29128	118780	118893	JM1	-	CCDC22	UHRF1	CXorf37	ICBP90|Np95|RNF106|hNP95|hUHRF1|huNp95	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.765970411	-	BioPlex HCT HCT116 cells CompPASS score = 0.765970411, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q96T88	A0A087WVR3	NP_001276980|NP_001276981|NP_001041666|NP_001276979|NP_037414	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3165719	28952	51122	118780	119309	JM1	HSPC042	CCDC22	COMMD2	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q86X83	-	NP_057178	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3169092	28952	54951	118780	120289	JM1	MDS022	CCDC22	COMMD8	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9NX08	-	NP_060315|NP_001316597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3175190	28952	10311	118780	115596	JM1	-	CCDC22	DSCR3	CXorf37	DCRA|DSCRA	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	O14972	A8MY26	NP_001317951|NP_001317950|NP_001317947|NP_006043	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3177875	9053	28952	114515	118780	-	JM1	MAP7	CCDC22	E-MAP-115|EMAP115	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.866600927	-	BioPlex HCT HCT116 cells CompPASS score = 0.866600927, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q14244	B7Z3E1|B7Z3Y3|A0A087WZ40|B7ZB64	NP_001185543|NP_001185538|NP_001185540|NP_001185547|NP_001185546|NP_001185545|NP_001185544|NP_003971|NP_001185548|NP_001185537	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3179706	28952	23636	118780	117165	JM1	-	CCDC22	NUP62	CXorf37	IBSN|SNDI|p62	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.99999552	-	BioPlex HCT HCT116 cells CompPASS score = 0.99999552, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	P37198	A0A024QZF1	NP_036478|NP_057637|NP_714941|NP_714940|NP_001180286	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3182092	28952	150684	118780	127317	JM1	-	CCDC22	COMMD1	CXorf37	C2orf5|MURR1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q8N668	-	NP_689729	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3188587	11075	28952	116258	118780	-	JM1	STMN2	CCDC22	SCG10|SCGN10	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999233803	-	BioPlex HCT HCT116 cells CompPASS score = 0.999233803, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q93045	-	NP_001186143|NP_008960	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3188710	28952	51397	118780	119521	JM1	HSPC305	CCDC22	COMMD10	CXorf37	PTD002	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	1.0	-	BioPlex HCT HCT116 cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9Y6G5	-	NP_057228	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3190232	28952	493829	118780	138920	JM1	-	CCDC22	TRIM72	CXorf37	MG53	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.965537802	-	BioPlex HCT HCT116 cells CompPASS score = 0.965537802, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q6ZMU5	-	NP_001008275	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3191968	28952	26999	118780	117945	JM1	-	CCDC22	CYFIP2	CXorf37	PIR121	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.776243612	-	BioPlex HCT HCT116 cells CompPASS score = 0.776243612, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q96F07	B7Z8N7|E7EVJ5	NP_001032410|NP_001278650|NP_001278651|NP_001032409|NP_055191	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3192218	154043	28952	127531	118780	RP11-486M3.1	JM1	CNKSR3	CCDC22	MAGI1	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999290182	-	BioPlex HCT HCT116 cells CompPASS score = 0.999290182, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q6P9H4	-	NP_001355048|NP_001355045|NP_775786|NP_001355047	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3193428	28952	10626	118780	115870	JM1	-	CCDC22	TRIM16	CXorf37	EBBP	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.986209269	-	BioPlex HCT HCT116 cells CompPASS score = 0.986209269, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	O95361	-	NP_006461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3194484	28952	23327	118780	116915	JM1	-	CCDC22	NEDD4L	CXorf37	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.75073561	-	BioPlex HCT HCT116 cells CompPASS score = 0.75073561, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q96PU5	A0A024R2A4|A0A024R281|B7Z2P9|B7Z6K0	NP_001230889|NP_001138441|NP_001138437|NP_001138436|NP_001138442|NP_001138443|NP_056092|NP_001138438|NP_001138440|NP_001138439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3209147	43740578	28952	4383864	118780	GU280_gp01_nsp16	JM1	nsp16	CCDC22	ORF1ab|ORF1ab-nsp16|SARS-CoV2 nsp16|SARS-CoV-2 nsp16|2-O-methyltransferase|R1AB_SARS2|PRO_0000449633	CXorf37	Affinity Capture-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	1.0	-	High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725311	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3350045	832	28952	107282	118780	RP4-657E11.7	JM1	CAPZB	CCDC22	CAPB|CAPPB|CAPZ	CXorf37	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P47756	Q7L4N0|B4DWA6|B1AK88|B1AK85	NP_001193470|NP_001193469|NP_001300861|NP_004921|NP_001269091	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350881	28952	57020	118780	121329	JM1	101F10.2	CCDC22	C16orf62	CXorf37	-	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q7Z3J2	E7EWW0|B3KT69|F5H7K1	NP_001287672|NP_064710	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350882	28952	54520	118780	120013	JM1	-	CCDC22	CCDC93	CXorf37	-	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q567U6	-	NP_061917	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350883	28952	170622	118780	128071	JM1	RP11-173B14.2	CCDC22	COMMD6	CXorf37	Acrg	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q7Z4G1	B0QZ40	NP_001274322|NP_987091|NP_001274323|NP_987093|NP_001274321	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350884	28952	150684	118780	127317	JM1	-	CCDC22	COMMD1	CXorf37	C2orf5|MURR1	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q8N668	-	NP_689729	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350885	28952	404636	118780	135667	JM1	-	CCDC22	FAM45A	CXorf37	-	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q8TCE6	B4DMU4|B4DNL9	NP_001290041|NP_996892|NP_001290040|NP_001290042	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350886	28952	51122	118780	119309	JM1	HSPC042	CCDC22	COMMD2	CXorf37	-	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q86X83	-	NP_057178	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350887	28952	5052	118780	111089	JM1	RP11-291L19.4	CCDC22	PRDX1	CXorf37	MSP23|NKEF-A|NKEFA|PAG|PAGA|PAGB|PRX1|PRXI|TDPX2	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q06830	-	NP_002565|NP_859048|NP_001189360|NP_859047	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3350888	28952	29099	118780	118867	JM1	HSPC166	CCDC22	COMMD9	CXorf37	-	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9P000	Q53FR9	NP_001095123|NP_001294866|NP_054905	-	-	-	-	-	-	Homo sapiens	Homo sapiens
